,BattingTeam,BowlingTeam,City,FirstInningsRuns,CurrentScore,RunsLeft,BallsLeft,WicketsLeft,CurrentRunRate,RequiredRunRate,HomeGround
0,4,6,21,239,190,50,22,3,11.63265306122449,13.636363636363637,1
